Game;Date;SeasonType;Opponent;HomeAway;Result;TeamScore;OppScore;OT;Status;Min;Pts;ORb;DRb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;3PM;3PA;FTM;FTA
68;12.03.2022;Regular Season;Bucks;Home;W;122;109;;Played;33;8;1;4;5;8;1;1;4;1;3;7;2;4;0;0
69;14.03.2022;Regular Season;Wizards;Home;W;126;112;;Played;35;47;0;6;6;6;1;0;2;1;16;25;7;14;8;8
70;16.03.2022;Regular Season;Celtics;Home;L;88;110;;Played;14;3;0;1;1;2;0;0;4;2;1;4;1;4;0;0
71;20.03.2022;Regular Season;Spurs;Home;L;108;110;;DNP - Inactive;;;;;;;;;;;;;;;;
72;22.03.2022;Regular Season;Magic;Away;L;90;94;;DNP - Inactive;;;;;;;;;;;;;;;;
73;23.03.2022;Regular Season;Heat;Away;W;118;104;;DNP - Inactive;;;;;;;;;;;;;;;;
74;25.03.2022;Regular Season;Hawks;Away;L;110;121;;DNP - Inactive;;;;;;;;;;;;;;;;
75;27.03.2022;Regular Season;Wizards;Away;L;115;123;;DNP - Inactive;;;;;;;;;;;;;;;;
76;28.03.2022;Regular Season;Grizzlies;Away;L;95;123;;DNP - Inactive;;;;;;;;;;;;;;;;
77;30.03.2022;Regular Season;Suns;Home;L;103;107;;DNP - Inactive;;;;;;;;;;;;;;;;
78;02.04.2022;Regular Season;Jazz;Home;W;111;107;;DNP - Inactive;;;;;;;;;;;;;;;;
79;03.04.2022;Regular Season;Kings;Away;W;109;90;;DNP - Inactive;;;;;;;;;;;;;;;;
80;07.04.2022;Regular Season;Lakers;Home;W;128;112;;DNP - Inactive;;;;;;;;;;;;;;;;
81;09.04.2022;Regular Season;Spurs;Away;W;100;94;;DNP - Inactive;;;;;;;;;;;;;;;;
82;10.04.2022;Regular Season;Pelicans;Away;W;128;107;;DNP - Inactive;;;;;;;;;;;;;;;;
83;16.04.2022;Playoffs;Nuggets;Home;W;123;107;;Played;22;16;2;1;3;4;1;0;1;1;5;13;3;6;3;3
84;18.04.2022;Playoffs;Nuggets;Home;W;126;106;;Played;23;34;0;3;3;4;1;1;2;3;12;17;5;10;5;7
85;21.04.2022;Playoffs;Nuggets;Away;W;118;113;;Played;31;27;0;3;3;6;0;0;4;3;9;17;3;9;6;8
86;24.04.2022;Playoffs;Nuggets;Away;L;121;126;;Played;37;33;0;3;3;8;4;1;2;1;10;23;3;11;10;14
87;27.04.2022;Playoffs;Nuggets;Home;W;102;98;;Played;38;30;1;4;5;5;2;0;5;2;10;22;5;11;5;7
88;01.05.2022;Playoffs;Grizzlies;Away;W;117;116;;Played;37;24;0;3;3;4;0;1;1;5;8;20;5;12;3;4
89;03.05.2022;Playoffs;Grizzlies;Away;L;101;106;;Played;39;27;3;6;9;8;1;0;5;1;11;25;3;11;2;2
90;07.05.2022;Playoffs;Grizzlies;Home;W;142;112;;Played;35;30;0;2;2;6;1;0;1;2;7;14;2;8;14;14
91;09.05.2022;Playoffs;Grizzlies;Home;W;101;98;;Played;38;32;0;5;5;8;1;0;3;3;10;25;4;14;8;9
92;11.05.2022;Playoffs;Grizzlies;Away;L;95;134;;Played;25;14;0;3;3;4;0;0;2;1;4;10;3;8;3;4
93;13.05.2022;Playoffs;Grizzlies;Home;W;110;96;;Played;40;29;0;7;7;5;1;2;3;3;10;27;6;17;3;4
94;18.05.2022;Playoffs;Mavericks;Home;W;112;87;;Played;31;21;2;10;12;4;1;1;3;3;7;16;3;9;4;7
95;20.05.2022;Playoffs;Mavericks;Home;W;126;117;;Played;37;32;0;8;8;5;0;0;3;4;11;21;6;10;4;4
96;22.05.2022;Playoffs;Mavericks;Away;W;109;100;;Played;39;31;1;4;5;11;0;0;3;5;10;20;5;10;6;6
97;24.05.2022;Playoffs;Mavericks;Away;L;109;119;;Played;33;20;0;5;5;8;1;0;2;2;7;16;2;5;4;5
98;26.05.2022;Playoffs;Mavericks;Home;W;120;110;;Played;35;15;0;3;3;9;3;1;2;2;5;17;2;7;3;3
99;02.06.2022;Playoffs;Celtics;Home;L;108;120;;Played;38;34;0;5;5;5;3;0;2;3;12;25;7;14;3;4
100;05.06.2022;Playoffs;Celtics;Home;W;107;88;;Played;32;29;0;6;6;4;3;0;2;2;9;21;5;12;6;7
101;08.06.2022;Playoffs;Celtics;Away;L;100;116;;Played;37;31;0;4;4;2;2;0;3;4;12;22;6;11;1;1
102;10.06.2022;Playoffs;Celtics;Away;W;107;97;;Played;41;43;2;8;10;4;0;0;5;3;14;26;7;14;8;9
103;13.06.2022;Playoffs;Celtics;Home;W;104;94;;Played;37;16;0;4;4;8;2;0;1;2;7;22;0;9;2;3
104;16.06.2022;Playoffs;Celtics;Away;W;103;90;;Played;40;34;0;7;7;7;2;1;2;4;12;21;6;11;4;4
