Game;Date;SeasonType;Opponent;HomeAway;Result;TeamScore;OppScore;OT;Status;Min;Pts;ORb;DRb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;3PM;3PA;FTM;FTA
56;19.02.2026;Regular Season;Celtics;Home;L;110;121;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
57;22.02.2026;Regular Season;Nuggets;Home;W;128;117;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
58;24.02.2026;Regular Season;Pelicans;Away;L;109;113;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
59;25.02.2026;Regular Season;Grizzlies;Away;W;133;112;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
60;28.02.2026;Regular Season;Lakers;Home;L;101;129;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
61;02.03.2026;Regular Season;Clippers;Home;L;101;114;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
62;05.03.2026;Regular Season;Rockets;Away;W;115;113;OT;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
63;07.03.2026;Regular Season;Thunder;Away;L;97;104;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
64;09.03.2026;Regular Season;Jazz;Away;L;116;119;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
65;10.03.2026;Regular Season;Bulls;Home;L;124;130;OT;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
66;13.03.2026;Regular Season;Timberwolves;Home;L;117;127;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
67;15.03.2026;Regular Season;Knicks;Away;L;107;110;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
68;16.03.2026;Regular Season;Wizards;Away;W;125;117;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
69;18.03.2026;Regular Season;Celtics;Away;L;99;120;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
70;20.03.2026;Regular Season;Pistons;Away;L;101;115;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
71;21.03.2026;Regular Season;Hawks;Away;L;110;126;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
72;23.03.2026;Regular Season;Mavericks;Away;W;137;131;OT;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
73;25.03.2026;Regular Season;Nets;Home;W;109;106;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
74;27.03.2026;Regular Season;Wizards;Home;W;131;126;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
75;29.03.2026;Regular Season;Nuggets;Away;L;93;116;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
76;01.04.2026;Regular Season;Spurs;Home;L;113;127;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
77;02.04.2026;Regular Season;Cavaliers;Home;L;111;118;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
78;05.04.2026;Regular Season;Rockets;Home;L;116;117;;Played;26;29;0;2;2;4;1;0;1;1;11;21;5;10;2;3
79;07.04.2026;Regular Season;Kings;Home;W;110;105;;Played;25;17;1;4;5;2;1;0;3;0;5;12;4;11;3;3
80;09.04.2026;Regular Season;Lakers;Home;L;103;119;;DNP - Inactive - Injury/illness;;;;;;;;;;;;;;;;
81;10.04.2026;Regular Season;Kings;Away;L;118;124;;Played;27;11;0;3;3;5;2;0;3;0;3;8;2;6;3;3
82;12.04.2026;Regular Season;Clippers;Away;L;110;115;;Played;29;24;0;6;6;3;1;1;3;0;7;14;4;9;6;8
83;15.04.2026;Play-In;Clippers;Away;W;126;121;;Played;36;35;0;1;1;4;1;0;3;4;12;23;7;12;4;5
84;17.04.2026;Play-In;Suns;Away;L;96;111;;Played;36;17;0;4;4;4;2;0;4;1;4;16;3;10;6;6
