Game;Date;SeasonType;Opponent;HomeAway;Result;TeamScore;OppScore;OT;Status;Min;Pts;ORb;DRb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;3PM;3PA;FTM;FTA
43;20.03.2021;Regular Season;Grizzlies;Away;L;103;111;;DNP - Bruised Tailbone;;;;;;;;;;;;;;;;
44;23.03.2021;Regular Season;76ers;Home;L;98;108;;DNP - Inactive;;;;;;;;;;;;;;;;
45;25.03.2021;Regular Season;Kings;Away;L;119;141;;DNP - Tailbone Contusion;;;;;;;;;;;;;;;;
46;26.03.2021;Regular Season;Hawks;Home;L;108;124;;DNP - Tailbone Contusion;;;;;;;;;;;;;;;;
47;29.03.2021;Regular Season;Bulls;Home;W;116;102;;Played;30;32;1;4;5;6;1;0;1;0;11;24;6;14;4;5
48;01.04.2021;Regular Season;Heat;Away;L;109;116;;Played;36;36;2;9;11;3;0;0;3;2;9;19;5;11;13;13
49;02.04.2021;Regular Season;Raptors;Away;L;77;130;;DNP - Tailbone Contusion;;;;;;;;;;;;;;;;
50;04.04.2021;Regular Season;Hawks;Away;L;111;117;;Played;37;37;1;4;5;2;2;1;8;0;12;23;3;12;10;12
51;06.04.2021;Regular Season;Bucks;Home;W;122;121;;Played;38;41;2;4;6;4;0;0;4;2;14;21;5;10;8;9
52;09.04.2021;Regular Season;Wizards;Home;L;107;110;;Played;35;32;0;6;6;5;3;0;2;0;11;25;5;12;5;6
53;10.04.2021;Regular Season;Rockets;Home;W;125;109;;Played;35;38;0;8;8;5;1;0;5;3;13;21;8;15;4;4
54;12.04.2021;Regular Season;Nuggets;Home;W;116;107;;Played;36;53;0;6;6;4;0;0;5;3;14;24;10;18;15;16
55;14.04.2021;Regular Season;Thunder;Away;W;147;109;;Played;29;42;0;6;6;8;0;0;0;3;14;20;11;16;3;3
56;15.04.2021;Regular Season;Cavaliers;Away;W;119;101;;Played;35;33;0;4;4;5;0;2;4;3;12;25;4;13;5;5
57;17.04.2021;Regular Season;Celtics;Away;L;114;119;;Played;37;47;0;7;7;3;0;0;5;2;15;27;11;19;6;8
58;19.04.2021;Regular Season;76ers;Away;W;107;96;;Played;37;49;0;3;3;5;0;0;6;2;14;28;10;17;11;12
59;21.04.2021;Regular Season;Wizards;Away;L;114;118;;Played;36;18;0;7;7;8;1;0;6;2;7;25;2;14;2;2
60;23.04.2021;Regular Season;Nuggets;Home;W;118;97;;Played;34;32;0;8;8;3;0;0;3;3;11;18;4;9;6;6
61;25.04.2021;Regular Season;Kings;Home;W;117;113;;Played;38;37;0;7;7;4;1;1;7;1;11;21;7;14;8;11
62;27.04.2021;Regular Season;Mavericks;Home;L;103;133;;Played;30;27;0;1;1;2;2;0;2;1;9;18;5;9;4;4
63;29.04.2021;Regular Season;Timberwolves;Away;L;114;126;;Played;37;37;1;5;6;8;2;0;3;4;11;27;6;17;9;9
64;01.05.2021;Regular Season;Rockets;Away;W;113;87;;Played;30;30;0;5;5;5;1;0;4;0;9;23;7;17;5;7
65;03.05.2021;Regular Season;Pelicans;Away;W;123;108;;Played;35;41;0;4;4;8;1;0;4;5;14;26;8;18;5;6
66;04.05.2021;Regular Season;Pelicans;Away;L;103;108;;Played;37;37;2;7;9;2;3;0;4;2;13;31;8;20;3;3
67;06.05.2021;Regular Season;Thunder;Home;W;118;97;;Played;31;34;0;4;4;7;1;0;3;2;11;21;6;13;6;7
68;08.05.2021;Regular Season;Thunder;Home;W;136;97;;Played;29;49;0;5;5;2;1;0;1;2;14;26;11;21;10;10
69;10.05.2021;Regular Season;Jazz;Home;W;119;116;;Played;37;36;1;3;4;6;2;0;3;1;11;25;3;13;11;12
70;11.05.2021;Regular Season;Suns;Home;W;122;116;;Played;37;21;0;3;3;6;1;0;3;2;7;22;1;11;6;6
71;14.05.2021;Regular Season;Pelicans;Home;W;125;122;;DNP - Tailbone Contusion;;;;;;;;;;;;;;;;
72;16.05.2021;Regular Season;Grizzlies;Home;W;113;101;;Played;40;46;1;6;7;9;1;1;7;2;16;36;9;22;5;6
73;19.05.2021;Play-In;Lakers;Away;L;100;103;;Played;41;37;0;7;7;3;0;0;6;2;12;23;6;9;7;8
74;21.05.2021;Play-In;Grizzlies;Home;L;112;117;OT;Played;47;39;1;3;4;5;3;0;7;5;13;28;6;15;7;7
